,comment
70,"Gia đình tôi có kỳ nghỉ tại Anantara 2 bedroom villa. Trong thời gian này có khá nhiều vấn đề xảy ra tuy nhiên đã được các bạn nhân viên hỗ trợ xử lý. Tuy là resort nhưng sự riêng tư gần như là không có. Hạng phòng cao cấp nhất cần có sự riêng tư, tuy nhiên nhân viên và khách lưu trú tự do đi qua khu vực phòng của bạn. Điều này làm tôi khá bất ngờ khi một resort lại có thiết kế thiếu cẩn trọng như vậy. Dù sao đây cũng là khu nghỉ dưỡng hàng đầu tại Quy nhơn đã khiến tôi thất vọng đặc biệt là một thương hiệu Quốc tế."
71,Dịch vụ phòng tương xứng với giá cả. Ăn sáng hơi ít món và có vẻ hơi quá tải so với khối lượng nhân viên bàn-bếp. Món bò Wagyu ở nhà hàng Sea Salt Fire rất đáng để thưởng thức. Bạn lễ tân tên Huy rất nhiệt tình.
72,"Cảm ơn AnanTara đã cho tôi và bạn tôi có một kỳ nghỉ tuyệt vời Phong cảnh tuyệt đẹp, đồ ăn rất ngon, nhân viên ở đây ấn tượng và để lại trong tôi nhiều cảm xúc. Sự chuyên nghiệp, tận tình, nhiệt tình và dễ mến của đội ngũ nhân viên của AnanTara từ anh BV, đội ngũ lễ tân và đội ngũ nhà hàng đặc biệt là bạn Hiếu - TBP CSKH, bạn Thi bộ phận FBN tận tình hướng dẫn khách. Sẽ quay lại nơi đây cùng gia đình ❤👍"
73,"Đối với những người đòi hỏi riêng tư và yên tĩnh để nghỉ ngơi bên gia đình như tôi, thì đây sẽ là sự lựa chọn lâu dài trong những kỳ nghỉ tiếp theo. Bờ biển đẹp, nước trong, vắng vẻ yên tĩnh, dịch vụ ăn uống tại villa nhanh và ngon, giá cả hợp lý. Nhân viên và quản lý nhiệt tình, có tâm."
74,Khu nghỉ dưỡng đẹp tuyệt.mình rất hài lòng về chuyến đi.anantara được thiết kế mở lên rất thoáng và mát.villa đẹp sạch sẽ đội ngũ nhân viên khá nhiệt tình.mình ấn tượng nhất em sương ở nhà hàng ăn.thiết kế của anantara lấy cảm hứng nhiều ở biển quy nhơn.họ tôn trọng văn hóa địa phương điều đó mình rất thích.chỉ có điểm mình chưa hài lòng là bữa sáng của các bạn hơi đơn điệu ít món quá và làm hơi chậm.hy vọng các bạn sẽ sớm cải thiện được điều đó
75,"Ăn ngon, view đẹp, yên tĩnh, phục vụ tốt, giá hợp lý. Địa điểm đáng đến để nghỉ dưỡng. Chỉ có 26 villas nên mọi người sẽ được phục vụ chu đáo nhất. Bể bơi tại từng villa sạch sẽ. Phòng ốc mới, hiện đại. Bể bơi chung rộng, quầy bar đẹp."
76,"rất hài lòng với dịch vụ và chất lượng của villa, đặc biệt là bể bơi. Phòng ốc sạch sẽ, đội ngũ nhân viên vui vẻ nhiệt tình. View rất đẹp ra biển. Giá phòng hợp lý. Sẽ quay trở lại trong thời gian tới."
77,"Dich Vu da Khong tuong xung voi Gia tri cua ten : Anantara Quy Nhon.Anantara Quy Nhon co Vi tri rat dep , Nhung cac dich Vu chua hap dan. Dac biet bua an sang qua te.Can co nhieu dich Vu giai tri ve giai tri o Bien va kham Pha Nui"
78,"Tôi đã ở đây 2 ngày và còn nhiều điều nữa! Tôi quyết định viết đánh giá của mình rồi. Tôi không biết làm thế nào nó có thể cải thiện. . . . Tôi là một du khách dày dạn kinh nghiệm du lịch liên tục nên tôi cảm thấy tôi phải làm điều này ngày hôm nay, Chỗ ở là hạng nhất hoàn toàn mới với mỗi hộp đánh dấu sự chú ý đến chi tiết là Sensatic. . . Căn cứ Anantara và khung cảnh của nó trên đảo Quy bào tuyệt đẹp khiến bạn nín thở. . . . Khách sạn có rất nhiều người đẹp địa phương với nụ cười to như mặt trời ?? thật đáng kinh ngạc khi Catrina ấm áp và giàu kinh nghiệm và người quản lý Farah vượt lên trên và họ chỉ muốn được hạnh phúc! ! ! ! Các cơ sở vẻ đẹp tự nhiên nổi bật hòa quyện vào một giấc mơ hiện đại. Nhà hàng Sea Fire Salt trong một liên minh của chính đầu bếp quốc tế địa"
79,"Đây là lần đầu tiên tôi đến Quy kiếm cùng gia đình và tôi rất hạnh phúc với quyết định ở lại Anantara. Chỉ mới mở được vài tháng, nơi này là một kho báu ẩn giấu trong số những khu nghỉ dưỡng sang trọng khác ở Quy Huệ và Việt Nam. Bãi biển tư nhân rất đẹp với cát vàng và nước trong xanh, mặc dù sóng hơi mạnh trong tháng giêng khi tôi ở đây. Biệt thự hoàn toàn mới, vì vậy tôi chắc chắn có được sự hồi hộp và phấn khích khi là một trong số ít người đầu tiên ở lại đó. Tôi cũng thích thiết kế tối giản của biệt thự. Các nhân viên hoàn toàn tuyệt vời, luôn chu đáo và sẵn sàng giúp đỡ mọi yêu cầu, tiếng hét lớn với Catarina và Harry. Nhà hàng Sea Fire Salt cũng tuyệt vời. Các bữa ăn sáng thực sự tốt với nhiều lựa chọn các món ăn hiện đại và không phải là bữa sáng khách sạn nhàm chán điển"
80,"Biệt thự Anantara Quy bù ở một mức độ hiếu khách khác giữa các đồng nghiệp tại Việt Nam. Các dịch vụ, phòng, và kinh nghiệm là lớp học hàng đầu. Tôi đặc biệt đánh giá cao mức độ riêng tư được cung cấp ở đây. Đó là một tài sản hoàn toàn mới ở một điểm đến tương đối yên tĩnh, tôi sẽ đến đây sớm hơn là sau này."
81,Rất cám ơn Farah và nhóm của anh ấy đã có 4 ngày tuyệt vời. Họ đã làm một công việc tuyệt vời trong việc làm cho khu nghỉ mát này sẵn sàng cho việc ở. Các cơ sở và môi trường xung quanh là đẹp. Tiếng hét lớn với Harry và Truong vì dịch vụ tuyệt vời này cũng được giữ kín. Chúng tôi chắc chắn sẽ trở lại đây trong tương lai. Chúc may mắn cho tương lai! !
82,"Vừa mở! Biệt thự với quản gia riêng là hoàn toàn tuyệt vời, rất nhiều chi tiết nhỏ trong phòng với một hồ bơi riêng lớn ở phía trước! Chúng tôi yêu thích các món ăn và dịch vụ ở biển. ngọn lửa. Muối với sự đa dạng tuyệt vời trong thực đơn! Những đứa trẻ thích bãi biển để chơi, thật tuyệt khi thấy chúng từ phòng của bạn: -) Quy pháp vẫn còn một chút bí mật với thiên nhiên tươi đẹp của nó!"
83,"Tôi book ở FLC theo diện trao đổi kỳ nghỉ qua RCI, ở 6 đêm tại FLC (2 booking), và họ miss cả 2 booking của tôi. Nhân viên check booking có vẻ khá khó chịu, và không hề có 1 lời xin lỗi nào về việc trên. Resort đẹp, biển trong, cát mịn, tuy nhiên phòng đã khá cũ, sàn nhà luôn luôn bị ẩm ướt dù các bạn vệ sinh rất nhiệt tình và dọn phòng ngày 1 lần."
84,"Khách sạn gần sát biển, không khí trong lành. Kết nhất khoản bể bơi rất đẹp, chụp được nhiều ảnh đẹp Đồ ăn thì mình đánh giá khá ổn, nhân viên phục vụ ok. Nói chung là lựa chọn tốt trong tầm giá này nhé"
85,"Vừa rồi mình có dịp nghỉ tại FLC Quy Nhơn lần đầu. Đây đúng là resort rộng và lớn nhất QN Điểm cộng: rộng rãi, sạch sẽ, khá nhiều dịch vụ nhưng chưa khiến khách hàng cảm thấy thật sự như mong đợi, có quầy check in của bamboo ngay tại sảnh rất tiện lợi. nhân viên đông, phong cách chuẩn standard. Điểm trừ: sảnh rất rộng, mình đi ngày lễ cũng khá đông khách nhưng chỉ có duy nhất 1 bạn bê nước welcome nên người có người không. xe điện nhiều nhưng lại phải chờ khá lâu. bị cắt dịch vụ đưa đón resort về tt TP. nhà mình xuống gặp lễ tân check out, đã mang hết vali xuống sảnh, trả key tuy nhiên chờ khá lâu. ra hỏi thì nhân viên nói vì anh chị để biển bên ngoài cửa ""không làm phiền"" nên HSK ko dám vào check????? nhờ nhân viên chụp hộ 1 bức ảnh (khi đó ko có ai hết ngoài 2 vc mình và 2 nv)"
86,
87,"Dịch vụ và phục vụ quá tồi, thua hẳn các khách sạn 1 sao. Chúng tôi đi nghủ dưỡng, không có nhân viên tiếp đón....nhân sự thiếu lễ phép khi gặp khách. Nói chung là quá tệ không thể chấp nhận được. Nước hồ bơi quá bẩn,"
88,"Khách sạn 5 sao nhưng không ổn: 1. Không có bể bơi trong nhà 2. Hỏi lễ tân không biết có phòng chơi trẻ em ở đâu 3. Nội thất cũ, ghế mốc, cửa kẹt., ẩm thấp vào mùa mưa, ... 4. Vào Ocean Bar cafe nghe nhạc thì nhân viên FLC sau giờ khai trương FLC Grand Hotel chạy sang tụ tập uống rượu zozo ầm ĩ, không cho ban nhạc Philipines chơi nhạc, chiếm sân khấu, biến thành cái quán karaoke,.. tôi cũng bó tay luôn. Nói chung là tệ nhất trong hệ thống FLC"
89,"7409. Nhân viên: chu đáo, nhiệt tình, tận tâm, vui vẻ, thân thiện, hoà nhã và luôn nở nụ cười trên môi. Mỗi lần đi là 1 trải nghiệm như ban đầu. Hi vọng có dịp gần nhất được cùng gia đình đi du lịch như vậy. Trân trọng"
90,"Phong cảnh rất đẹp Các dịch vụ rất tốt Phòng rộng, thoáng, đẹp Món ăn ngon Nhân viên lịch sự, thân thiện, nhiệt tình. Vì không có thời gian nên mình chưa thăm quan được safari của FLC Quy Nhơn. Nếu có dịp quay lại, nhất định mình sẽ ghé."
91,"Chúng tôi vừa tận hưởng kì nghỉ tuyệt vời tại FLC LUXURY RESORT. Lễ tân thân thiện chào đón chúng tôi nhiệt tình. Các bạn butler đưa chúng tôi về vila bằng xe điện và giới thiệu chi tiết về khu nghỉ dưỡng. Vila đẹp hướng biển thoáng, hoa cỏ xanh tươi, vui mắt. Ngày chúng tôi trả phòng có anh quản lý đến hỏi thăm ân cần về các dịch vụ khách sạn. Chúng tôi rất vui về cách chăm sóc chu đáo này và sẽ quay lại vào dịp sau ❤❤❤"
92,"Mình đi FLC Quy Nhơn năm ngoái nhưng đã book để tháng sau quay lại lần thứ hai, rất thích. Đồ ăn ko quá đắt đỏ, mà biển sạch sẽ, an toàn và rất đẹp. Bể bơi thiết kế hoàn hảo cho trẻ em, rất an toàn, nhiều chỗ chơi khác nữa như phòng chơi, khu cầu trượt...."
93,"Gia đình chúng tôi đã có một kỳ nghỉ tết hết sức tuyệt vời tại villa FLC. Kỳ nghỉ này là món quà bất ngờ tôi dành tặng cho ông xã người Đài Loan nhân ngày sinh nhật tại Việt Nam. Gia đình chúng tôi cảm ơn sự phục vụ cực kỳ chu đáo, chuyên nghiệp, nhiệt tình của toàn thể nhân viên ở đây, từ bộ phận tiền sảnh, nhà hàng, bar.. Các con tôi thật sự rất thích được ngồi trên xe điện tham quan quanh villa, hay những lúc tới quan bar, nhà hàng để ăn uống. Chồng tôi hết lời khen ngợi một bạn bên bộ phận tiền sảnh có thể giao tiếp tiếng Trung thật lưu loát, xin lỗi tôi không thể nhớ chính xác tên bạn ấy. Cảm ơn vì đã tư vấn và hỗ trợ nhiệt tình trong thời gian chúng tôi ở khách sạn. Lần sau quay về Việt Nam, nhất định sẽ quay lại lưu trú ở đây.谢 谢 你 们!!!"
94,Đây là lần đầu gia đình mình đi du lịch Quy Nhơn. Đc gt gd mình chọn FLC là nơi nghĩ dưỡng. Sau chuyến nd gd minh thấy Thái độ phục vụ của nhân viên rất tận tình. Đồ ăn cũng rất là ngon. Xe đưa rước chỉ cần điện là có ngang rất tiện lời. Dọn dẹp phòng rất gòn gàng sạch sẻ. Villa mình hướng ra biển mùa này minh đi thì hơi gió nhưng vô cùng thoáng mát. Mình sẻ quay lại đây lần 2 nhất định là vậy.
95,"Phòng sạch sẽ, đồ ăn ngon, khung cảnh xung quanh đẹp, view gần biển thuận lợi cho việc đi du lịch các cặp đôi. Có xe buýt đưa đón vào thành phố và các địa điểm du lịch. Nhà hàng Hương Biển hải sản rất là ngon và tươi sống !"
96,"Ở 3 ngày tại Flc Quy nhơn ,Dịch vụ spa tuyệt vời nhân viên được đào tạo bà bản đúng quy trình .Thân thể thoải mái .Villa sang trọng nội thất sang trọng . Gần có sân golf và các điểm Kỳ Co , Eo Gió ...."
97,"Thoả sức chụp hình check in ,vị trí thuận tiện ,không xa sân bay ,tiện di chuyển .Nhà hàng món ăn phòng phú ,hồ bơi nhân viên phục vụ chu đáo khi cần khăn bơi.Bãi biễn gọn gàng sạch đẹp,gần điểm check in Kỳ Có."
98,"Khuôn viên villa đẹp màu xanh và hoa ,hồ bơi rất bắt mắt ,nhà hàng món ăn phong phú.có khu vui chơi cho trẻ em .Phòng gym rất bổ ích cho sức khỏe.Có chuyến xe đi sở thú mỗi ngày kể cả xe vào thành phố. Tuyệt vời và tiện lợi"
99,"Nghĩ dưỡng Noel tại Flc Quy Nhơn,Phòng đẹp view đẹp mát mẻ của gió biển làm cho thân thể thỏai mái hồi phục tốt cho những ngày mệt công việc, sự thân thiện của nhân viên, check in nhanh chóng gọn. Rất thỏai mái ❤️❤️❤️❤️"
100,"phòng hướng biển, rộng rãi thoáng mát. Dịch vụ tốt vui vẻ cảm giác như gia đình :)) Nội thất sang trọng sáng sủa. Cây trồng nhìu đẹp. View đối diện golf rất đẹp sáng sủa. Nhân viên thân thiện, kèm đội ngũ chăm sóc tốt"
101,"Villa view đẹp, chất lượng phục vụ của nhân viên rất dễ thương và vui vẻ,lịch sự Thái độ làm việc của tập thể nhân viên rất chuyên nghiệp.. Hẹn gặp lại khu nghỉ dưỡng resort flc quy Nhơn vào năm sau.."
102,"Ti vi thiết kế ko hợp lý. Muốn xem chỉ có ngồi trong tủ quần áo. Dù là trên ghế sofa hay giường đều chéo, nhìn rẩ khó chịu. Dịch vụ ko chu đáo. Book xe điện đi tham quan mà bơ khách luôn. Khách ra hỏi đến 2 lần. Xe đến, xe đi hay KSan ko còn chuyến nữa cũng ko thấy nói gì. Khách chờ 30p. Mất kiên nhẫn bỏ đi cũng chả hỏi han. Tóm lại service chán. Đồ á thì tạm đc. Đồ âu thì ko còn gì miêu tả. CỰC KÌ CHÁN. Đắt tiền mà ngon thì ok. Nhưng đây là đắt tiền. Ăn vị ko ra gì. Bữa tối ăn đĩa pasta ở nhà hàng terrace vị nhạt nhẽo. nêm nếm khó tả và vô cùng chán. Bù lại view đẹp. Bể bơi sạch, không gian thoáng đãng. Giường êm. Ga gối nhà vsinh sạch sẽ. Nhưng để quay lại thì còn phải suy nghĩ kỹ hơn. Thanks"
